

 ****** Running generation 0 ****** 

Population's average fitness: 191.00000 stdev: 0.00000
Best fitness: 191.00000 - size: (60, 23820) - species 1 - id 1

Average adjusted fitness: 0.000
Mean genetic distance 3.749, standard deviation 0.176
Population of 800 members in 400 species:
   ID   age  size  fitness  adj fit  stag
   217    0     2    191.0    0.000     0
   218    0     2    191.0    0.000     0
   219    0     2    191.0    0.000     0
   220    0     2    191.0    0.000     0
   221    0     2    191.0    0.000     0
   222    0     2    191.0    0.000     0
   223    0     2    191.0    0.000     0
   224    0     2    191.0    0.000     0
   225    0     2    191.0    0.000     0
   226    0     2    191.0    0.000     0
   227    0     2    191.0    0.000     0
   228    0     2    191.0    0.000     0
   229    0     2    191.0    0.000     0
   230    0     2    191.0    0.000     0
   231    0     2    191.0    0.000     0
   232    0     2    191.0    0.000     0
   233    0     2    191.0    0.000     0
   234    0     2    191.0    0.000     0
   235    0     2    191.0    0.000     0
   236    0     2    191.0    0.000     0
   237    0     2    191.0    0.000     0
   238    0     2    191.0    0.000     0
   239    0     2    191.0    0.000     0
   240    0     2    191.0    0.000     0
   241    0     2    191.0    0.000     0
   242    0     2    191.0    0.000     0
   243    0     2    191.0    0.000     0
   244    0     2    191.0    0.000     0
   245    0     2    191.0    0.000     0
   246    0     2    191.0    0.000     0
   247    0     2    191.0    0.000     0
   248    0     2    191.0    0.000     0
   249    0     2    191.0    0.000     0
   250    0     2    191.0    0.000     0
   251    0     2    191.0    0.000     0
   252    0     2    191.0    0.000     0
   253    0     2    191.0    0.000     0
   254    0     2    191.0    0.000     0
   255    0     2    191.0    0.000     0
   256    0     2    191.0    0.000     0
   257    0     2    191.0    0.000     0
   258    0     2    191.0    0.000     0
   259    0     2    191.0    0.000     0
   260    0     2    191.0    0.000     0
   261    0     2    191.0    0.000     0
   262    0     2    191.0    0.000     0
   263    0     2    191.0    0.000     0
   264    0     2    191.0    0.000     0
   265    0     2    191.0    0.000     0
   266    0     2    191.0    0.000     0
   267    0     2    191.0    0.000     0
   268    0     2    191.0    0.000     0
   269    0     2    191.0    0.000     0
   270    0     2    191.0    0.000     0
   271    0     2    191.0    0.000     0
   272    0     2    191.0    0.000     0
   273    0     2    191.0    0.000     0
   274    0     2    191.0    0.000     0
   275    0     2    191.0    0.000     0
   276    0     2    191.0    0.000     0
   277    0     2    191.0    0.000     0
   278    0     2    191.0    0.000     0
   279    0     2    191.0    0.000     0
   280    0     2    191.0    0.000     0
   281    0     2    191.0    0.000     0
   282    0     2    191.0    0.000     0
   283    0     2    191.0    0.000     0
   284    0     2    191.0    0.000     0
   285    0     2    191.0    0.000     0
   286    0     2    191.0    0.000     0
   287    0     2    191.0    0.000     0
   288    0     2    191.0    0.000     0
   289    0     2    191.0    0.000     0
   290    0     2    191.0    0.000     0
   291    0     2    191.0    0.000     0
   292    0     2    191.0    0.000     0
   293    0     2    191.0    0.000     0
   294    0     2    191.0    0.000     0
   295    0     2    191.0    0.000     0
   296    0     2    191.0    0.000     0
   297    0     2    191.0    0.000     0
   298    0     2    191.0    0.000     0
   299    0     2    191.0    0.000     0
   300    0     2    191.0    0.000     0
   301    0     2    191.0    0.000     0
   302    0     2    191.0    0.000     0
   303    0     2    191.0    0.000     0
   304    0     2    191.0    0.000     0
   305    0     2    191.0    0.000     0
   306    0     2    191.0    0.000     0
   307    0     2    191.0    0.000     0
   308    0     2    191.0    0.000     0
   309    0     2    191.0    0.000     0
   310    0     2    191.0    0.000     0
   311    0     2    191.0    0.000     0
   312    0     2    191.0    0.000     0
   313    0     2    191.0    0.000     0
   314    0     2    191.0    0.000     0
   315    0     2    191.0    0.000     0
   316    0     2    191.0    0.000     0
   317    0     2    191.0    0.000     0
   318    0     2    191.0    0.000     0
   319    0     2    191.0    0.000     0
   320    0     2    191.0    0.000     0
   321    0     2    191.0    0.000     0
   322    0     2    191.0    0.000     0
   323    0     2    191.0    0.000     0
   324    0     2    191.0    0.000     0
   325    0     2    191.0    0.000     0
   326    0     2    191.0    0.000     0
   327    0     2    191.0    0.000     0
   328    0     2    191.0    0.000     0
   329    0     2    191.0    0.000     0
   330    0     2    191.0    0.000     0
   331    0     2    191.0    0.000     0
   332    0     2    191.0    0.000     0
   333    0     2    191.0    0.000     0
   334    0     2    191.0    0.000     0
   335    0     2    191.0    0.000     0
   336    0     2    191.0    0.000     0
   337    0     2    191.0    0.000     0
   338    0     2    191.0    0.000     0
   339    0     2    191.0    0.000     0
   340    0     2    191.0    0.000     0
   341    0     2    191.0    0.000     0
   342    0     2    191.0    0.000     0
   343    0     2    191.0    0.000     0
   344    0     2    191.0    0.000     0
   345    0     2    191.0    0.000     0
   346    0     2    191.0    0.000     0
   347    0     2    191.0    0.000     0
   348    0     2    191.0    0.000     0
   349    0     2    191.0    0.000     0
   350    0     2    191.0    0.000     0
   351    0     2    191.0    0.000     0
   352    0     2    191.0    0.000     0
   353    0     2    191.0    0.000     0
   354    0     2    191.0    0.000     0
   355    0     2    191.0    0.000     0
   356    0     2    191.0    0.000     0
   357    0     2    191.0    0.000     0
   358    0     2    191.0    0.000     0
   359    0     2    191.0    0.000     0
   360    0     2    191.0    0.000     0
   361    0     2    191.0    0.000     0
   362    0     2    191.0    0.000     0
   363    0     2    191.0    0.000     0
   364    0     2    191.0    0.000     0
   365    0     2    191.0    0.000     0
   366    0     2    191.0    0.000     0
   367    0     2    191.0    0.000     0
   368    0     2    191.0    0.000     0
   369    0     2    191.0    0.000     0
   370    0     2    191.0    0.000     0
   371    0     2    191.0    0.000     0
   372    0     2    191.0    0.000     0
   373    0     2    191.0    0.000     0
   374    0     2    191.0    0.000     0
   375    0     2    191.0    0.000     0
   376    0     2    191.0    0.000     0
   377    0     2    191.0    0.000     0
   378    0     2    191.0    0.000     0
   379    0     2    191.0    0.000     0
   380    0     2    191.0    0.000     0
   381    0     2    191.0    0.000     0
   382    0     2    191.0    0.000     0
   383    0     2    191.0    0.000     0
   384    0     2    191.0    0.000     0
   385    0     2    191.0    0.000     0
   386    0     2    191.0    0.000     0
   387    0     2    191.0    0.000     0
   388    0     2    191.0    0.000     0
   389    0     2    191.0    0.000     0
   390    0     2    191.0    0.000     0
   391    0     2    191.0    0.000     0
   392    0     2    191.0    0.000     0
   393    0     2    191.0    0.000     0
   394    0     2    191.0    0.000     0
   395    0     2    191.0    0.000     0
   396    0     2    191.0    0.000     0
   397    0     2    191.0    0.000     0
   398    0     2    191.0    0.000     0
   399    0     2    191.0    0.000     0
   400    0     2    191.0    0.000     0
Total extinctions: 0
Generation time: 15907.269 sec


 ****** Running generation 1 ****** 
